route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id
5356_123790,89,5356_10077,Ongar,11386,0,5356_7778195_7039016,5356_224
5356_123790,89,5356_10229,Burlington Road,11331,1,5356_7778195_7039024,5356_226
5356_123876,89,5356_10570,Ongar,11166,0,5356_7778195_7039026,5356_228
5356_123876,89,5356_10576,Ongar,11394,0,5356_7778195_7039027,5356_229
5356_123876,89,5356_10580,Ongar,11267,0,5356_7778195_7039012,5356_229
5356_123876,89,5356_10583,Ongar,11232,0,5356_7778195_7039019,5356_229
5356_123876,89,5356_10587,Ongar,11167,0,5356_7778195_7039029,5356_229
5356_123876,89,5356_10590,Ongar,11322,0,5356_7778195_7039031,5356_228
5356_123876,89,5356_10595,Ongar,11152,0,5356_7778195_7039015,5356_229
5356_123876,89,5356_10600,Ongar,11191,0,5356_7778195_7039028,5356_230
5356_123876,89,5356_10602,Ongar,11377,0,5356_7778195_7039030,5356_228
5356_123876,89,5356_10607,Ongar,11333,0,5356_7778195_7039032,5356_229
5356_123876,89,5356_10611,Ongar,11169,0,5356_7778195_7039029,5356_229
5356_123876,89,5356_10614,Ongar,11324,0,5356_7778195_7039031,5356_228
5356_123876,89,5356_10619,Ongar,11154,0,5356_7778195_7039015,5356_229
5356_123876,89,5356_10976,UCD,11299,1,5356_7778195_7039001,5356_233
5356_123876,89,5356_10980,UCD,11412,1,5356_7778195_7039003,5356_233
5356_123876,89,5356_10983,UCD,11274,1,5356_7778195_7039023,5356_232
5356_123876,89,5356_10987,UCD,11151,1,5356_7778195_7039015,5356_232
5356_123876,89,5356_10992,UCD,11190,1,5356_7778195_7039028,5356_233
5356_123876,89,5356_10994,UCD,11376,1,5356_7778195_7039030,5356_231
5356_123876,89,5356_10999,UCD,11332,1,5356_7778195_7039032,5356_232
5356_123876,89,5356_11003,UCD,11168,1,5356_7778195_7039029,5356_232
5356_123876,89,5356_11006,UCD,11323,1,5356_7778195_7039031,5356_231
5356_123876,89,5356_11011,UCD,11153,1,5356_7778195_7039015,5356_232
5356_123876,89,5356_11017,UCD,11192,1,5356_7778195_7039028,5356_231
5356_123876,89,5356_11018,UCD,11378,1,5356_7778195_7039030,5356_231
5356_123876,89,5356_11023,UCD,11334,1,5356_7778195_7039032,5356_232
5356_123859,89,5356_11304,Monkstown Ave,6904,0,5356_7778195_1004006,5356_236
5356_123859,89,5356_11571,Heuston Station,6854,1,5356_7778195_1004005,5356_239
5356_123872,89,5356_11704,Tyrrelstown,8772,0,5356_7778195_8040209,5356_245
5356_123872,89,5356_11841,Parnell St,8769,1,5356_7778195_8040208,5356_246
5356_123791,89,5356_12271,Swords Manor,7356,0,5356_7778195_5041021,5356_258
5356_123791,89,5356_12274,Swords Manor,7318,0,5356_7778195_5041025,5356_257
5356_123791,89,5356_12278,Swords Manor,7371,0,5356_7778195_5041027,5356_258
5356_123791,89,5356_12281,Swords Manor,7431,0,5356_7778195_5041029,5356_257
5356_123791,89,5356_12286,Swords Manor,7429,0,5356_7778195_5041028,5356_258
5356_123791,89,5356_12291,Swords Manor,7435,0,5356_7778195_5041030,5356_258
5356_123791,89,5356_12295,Swords Manor,7425,0,5356_7778195_5041031,5356_258
5356_123791,89,5356_12297,Swords Manor,7433,0,5356_7778195_5041029,5356_257
5356_123791,89,5356_12302,Swords Manor,7328,0,5356_7778195_5041032,5356_257
5356_123791,89,5356_12307,Swords Manor,7437,0,5356_7778195_5041030,5356_258
5356_123791,89,5356_12311,Swords Manor,7427,0,5356_7778195_5041031,5356_258
5356_123791,89,5356_12503,Abbey St,7370,1,5356_7778195_5041027,5356_261
5356_123791,89,5356_12508,Abbey St,7236,1,5356_7778195_5041020,5356_261
5356_123791,89,5356_12511,Abbey St,7428,1,5356_7778195_5041028,5356_261
5356_123791,89,5356_12515,Abbey St,7319,1,5356_7778195_5041025,5356_260
5356_123791,89,5356_12519,Abbey St,7372,1,5356_7778195_5041027,5356_261
5356_123791,89,5356_12522,Abbey St,7432,1,5356_7778195_5041029,5356_260
5356_123791,89,5356_12527,Abbey St,7430,1,5356_7778195_5041028,5356_261
5356_123791,89,5356_12532,Abbey St,7436,1,5356_7778195_5041030,5356_261
5356_123791,89,5356_12536,Abbey St,7426,1,5356_7778195_5041031,5356_261
5356_123791,89,5356_12538,Abbey St,7434,1,5356_7778195_5041029,5356_260
5356_123791,89,5356_12543,Abbey St,7329,1,5356_7778195_5041032,5356_260
5356_123791,89,5356_12548,Abbey St,7438,1,5356_7778195_5041030,5356_261
5356_123877,89,5356_12735,Swords Manor,8811,0,5356_7778195_5041004,5356_270
5356_123877,89,5356_12906,Abbey St,7389,1,5356_7778195_5041024,5356_274
5356_123793,89,5356_13080,Portmarnock,7472,0,5356_7778195_6042009,5356_284
5356_123793,89,5356_13230,Talbot Street,7608,1,5356_7778195_6042001,5356_287
5356_123794,89,5356_13440,Talbot Street,7569,1,5356_7778195_6042002,5356_294
5356_123795,89,5356_13510,Enniskerry,10852,0,5356_7778195_1044006,5356_300
5356_123796,89,5356_13675,Belarmine,10221,0,5356_7778195_2047005,5356_315
5356_123796,89,5356_13744,Poolbeg St,10210,1,5356_7778195_2047003,5356_318
5356_123797,89,5356_13893,Ringsend Road,10671,1,5356_7778195_3423002,5356_327
5356_123799,89,5356_14053,The Square,8181,0,5356_7778195_3056002,5356_335
5356_123799,89,5356_14111,Ringsend Road,8203,1,5356_7778195_3056001,5356_339
5356_123775,89,5356_14182,Howth Station,9768,0,5356_7778195_6006003,5356_341
5356_123775,89,5356_14187,Howth Station,9757,0,5356_7778195_6006002,5356_342
5356_123775,89,5356_14264,Abbey St Lower,9745,1,5356_7778195_6006001,5356_346
5356_123800,89,5356_14339,Red Cow Luas,10302,0,5356_7778195_4060007,5356_349
5356_123801,89,5356_14469,Blessington,8343,0,5356_7778195_3065005,5356_358
5356_123801,89,5356_14521,Poolbeg St,8159,1,5356_7778195_3065001,5356_362
5356_123801,89,5356_14527,Poolbeg St,8344,1,5356_7778195_3065005,5356_363
5356_123855,89,5356_14604,Citywest,8347,0,5356_7778195_3065006,5356_366
5356_123855,89,5356_14676,Poolbeg St,8170,1,5356_7778195_3065004,5356_371
5356_123802,89,5356_14739,Newcastle,10265,0,5356_7778195_4068001,5356_374
5356_123803,89,5356_14879,Rathcoole,10249,0,5356_7778195_4068008,5356_383
5356_123803,89,5356_14950,Poolbeg St,10244,1,5356_7778195_4068009,5356_387
5356_123803,89,5356_14955,Conyngham Rd,10250,1,5356_7778195_4068008,5356_388
5356_123860,89,5356_15092,Brides Glen,9800,0,5356_7778195_2007013,5356_393
5356_123804,89,5356_15309,Dunboyne,10446,0,5356_7778195_9070007,5356_398
5356_123805,89,5356_15540,Dundrum,10910,0,5356_7778195_1074004,5356_407
5356_123805,89,5356_15678,Eden Quay,10900,1,5356_7778195_1074002,5356_411
5356_123806,89,5356_15858,Citywest,8291,0,5356_7778195_3027016,5356_414
5356_123806,89,5356_15864,Citywest,8223,0,5356_7778195_3027002,5356_413
5356_123806,89,5356_16050,Ringsend Road,8270,1,5356_7778195_3027004,5356_417
5356_123806,89,5356_16053,Ringsend Road,8191,1,5356_7778195_3027010,5356_417
5356_123867,89,5356_16188,Loughlinstown Pk,10156,0,5356_7778195_2007004,5356_420
5356_123867,89,5356_16318,Mountjoy Square,9789,1,5356_7778195_2007014,5356_424
5356_123807,89,5356_16619,Palmerston Park,11741,0,5356_7778195_4080008,5356_432
5356_123807,89,5356_16624,Palmerston Park,11783,0,5356_7778195_4080009,5356_432
5356_123807,89,5356_16628,Palmerston Park,11765,0,5356_7778195_4080005,5356_432
5356_123807,89,5356_16631,Palmerston Park,11785,0,5356_7778195_4080009,5356_432
5356_123807,89,5356_16636,Palmerston Park,11767,0,5356_7778195_4080005,5356_432
5356_123807,89,5356_16639,Palmerston Park,11787,0,5356_7778195_4080009,5356_432
5356_123807,89,5356_16911,Liffey Valley,11677,1,5356_7778195_4080003,5356_434
5356_123807,89,5356_16916,Liffey Valley,11764,1,5356_7778195_4080005,5356_434
5356_123807,89,5356_16921,Liffey Valley,11784,1,5356_7778195_4080009,5356_435
5356_123807,89,5356_16925,Liffey Valley,11766,1,5356_7778195_4080005,5356_435
5356_123807,89,5356_16928,Liffey Valley,11786,1,5356_7778195_4080009,5356_435
5356_123807,89,5356_16933,Liffey Valley,11768,1,5356_7778195_4080005,5356_435
5356_123808,89,5356_17146,Kiltipper Way,9418,0,5356_7778195_3082007,5356_437
5356_123808,89,5356_17359,Sean Moore Rd,9381,1,5356_7778195_3082002,5356_440
5356_123830,89,5356_17618,Adamstown Station,8099,0,5356_7778195_3421006,5356_445
5356_123830,89,5356_17623,Adamstown Station,8136,0,5356_7778195_3421004,5356_445
5356_123830,89,5356_17627,Adamstown Station,8147,0,5356_7778195_3421007,5356_445
5356_123830,89,5356_17631,Adamstown Station,8126,0,5356_7778195_3421003,5356_445
5356_123830,89,5356_17635,Adamstown Station,8095,0,5356_7778195_3421005,5356_448
5356_123830,89,5356_17815,Sandymount,8092,1,5356_7778195_3421005,5356_450
5356_123830,89,5356_17820,Sandymount,8100,1,5356_7778195_3421006,5356_449
5356_123830,89,5356_17824,Sandymount,8137,1,5356_7778195_3421004,5356_449
5356_123830,89,5356_17828,Sandymount,8148,1,5356_7778195_3421007,5356_449
5356_123830,89,5356_17833,Sandymount,8127,1,5356_7778195_3421003,5356_449
5356_123831,89,5356_18011,Adamstown Station,8145,0,5356_7778195_3421007,5356_451
5356_123831,89,5356_18015,Adamstown Station,8124,0,5356_7778195_3421003,5356_453
5356_123831,89,5356_18019,Adamstown Station,8093,0,5356_7778195_3421005,5356_453
5356_123831,89,5356_18022,Adamstown Station,8101,0,5356_7778195_3421006,5356_451
5356_123831,89,5356_18026,Adamstown Station,8138,0,5356_7778195_3421004,5356_451
5356_123831,89,5356_18030,Adamstown Station,8149,0,5356_7778195_3421007,5356_451
5356_123831,89,5356_18207,Sandymount,8135,1,5356_7778195_3421004,5356_455
5356_123831,89,5356_18210,Sandymount,8146,1,5356_7778195_3421007,5356_454
5356_123831,89,5356_18217,Sandymount,8125,1,5356_7778195_3421003,5356_455
5356_123831,89,5356_18221,Sandymount,8094,1,5356_7778195_3421005,5356_455
5356_123831,89,5356_18224,Sandymount,8102,1,5356_7778195_3421006,5356_454
5356_123831,89,5356_18228,Sandymount,8139,1,5356_7778195_3421004,5356_454
5356_123832,89,5356_18387,Maynooth,10646,0,5356_7778195_3423005,5356_457
5356_123832,89,5356_18544,Ringsend Road,10683,1,5356_7778195_3423028,5356_459
5356_123833,89,5356_18704,Maynooth,10804,0,5356_7778195_3423022,5356_461
5356_123834,89,5356_18863,Maynooth,10814,0,5356_7778195_3423030,5356_466
5356_123834,89,5356_18867,Maynooth,10821,0,5356_7778195_3423031,5356_466
5356_123834,89,5356_18871,Maynooth,10819,0,5356_7778195_3423029,5356_466
5356_123834,89,5356_18875,Maynooth,10816,0,5356_7778195_3423030,5356_467
5356_123834,89,5356_18879,Maynooth,10823,0,5356_7778195_3423031,5356_467
5356_123834,89,5356_18883,Ringsend Road,10812,1,5356_7778195_3423025,5356_468
5356_123834,89,5356_18884,Ringsend Road,10805,1,5356_7778195_3423022,5356_468
5356_123834,89,5356_18889,Ringsend Road,10681,1,5356_7778195_3423028,5356_468
5356_123834,89,5356_18893,Ringsend Road,10824,1,5356_7778195_3423032,5356_468
5356_123834,89,5356_18896,Ringsend Road,10807,1,5356_7778195_3423022,5356_468
5356_123835,89,5356_18902,Maynooth,10680,0,5356_7778195_3423028,5356_471
5356_123835,89,5356_18906,Maynooth,10813,0,5356_7778195_3423025,5356_471
5356_123835,89,5356_18909,Maynooth,10806,0,5356_7778195_3423022,5356_470
5356_123835,89,5356_18914,Maynooth,10682,0,5356_7778195_3423028,5356_471
5356_123835,89,5356_18919,Maynooth,10825,0,5356_7778195_3423032,5356_470
5356_123835,89,5356_18921,Ringsend Road,10800,1,5356_7778195_3423027,5356_472
5356_123835,89,5356_18927,Ringsend Road,10818,1,5356_7778195_3423029,5356_472
5356_123835,89,5356_18931,Ringsend Road,10815,1,5356_7778195_3423030,5356_472
5356_123835,89,5356_18935,Ringsend Road,10822,1,5356_7778195_3423031,5356_472
5356_123835,89,5356_18937,Ringsend Road,10820,1,5356_7778195_3423029,5356_473
5356_123776,89,5356_1897,Grange Castle,10386,0,5356_7778195_1013009,5356_43
5356_123776,89,5356_1902,Grange Castle,10355,0,5356_7778195_1013004,5356_44
5356_123776,89,5356_1908,Grange Castle,10370,0,5356_7778195_1013006,5356_45
5356_123836,89,5356_19344,Ballywaltrim,11090,0,5356_7778195_2441009,5356_474
5356_123836,89,5356_19348,Ballywaltrim,11047,0,5356_7778195_2441013,5356_474
5356_123836,89,5356_19352,Ballywaltrim,11057,0,5356_7778195_2441003,5356_474
5356_123836,89,5356_19356,Ballywaltrim,11119,0,5356_7778195_2441015,5356_474
5356_123836,89,5356_19361,Ballywaltrim,11130,0,5356_7778195_2441016,5356_476
5356_123836,89,5356_19365,Ballywaltrim,11013,0,5356_7778195_2441019,5356_476
5356_123836,89,5356_19368,Ballywaltrim,11121,0,5356_7778195_2441015,5356_474
5356_123836,89,5356_19373,Ballywaltrim,11132,0,5356_7778195_2441016,5356_476
5356_123836,89,5356_19377,Ballywaltrim,11015,0,5356_7778195_2441019,5356_476
5356_123836,89,5356_19785,Northwood,11081,1,5356_7778195_2441008,5356_481
5356_123836,89,5356_19787,Northwood,11129,1,5356_7778195_2441016,5356_479
5356_123836,89,5356_19791,Northwood,11106,1,5356_7778195_2441012,5356_479
5356_123836,89,5356_19795,Northwood,11012,1,5356_7778195_2441019,5356_479
5356_123836,89,5356_19798,Northwood,11120,1,5356_7778195_2441015,5356_478
5356_123836,89,5356_19803,Northwood,11131,1,5356_7778195_2441016,5356_479
5356_123836,89,5356_19808,Northwood,11014,1,5356_7778195_2441019,5356_481
5356_123836,89,5356_19810,Northwood,11122,1,5356_7778195_2441015,5356_478
5356_123837,89,5356_20199,Dun Laoghaire,10018,0,5356_7778195_8442018,5356_484
5356_123837,89,5356_20203,Dun Laoghaire,9865,0,5356_7778195_8442023,5356_484
5356_123837,89,5356_20207,Dun Laoghaire,10073,0,5356_7778195_8442027,5356_484
5356_123837,89,5356_20211,Dun Laoghaire,10087,0,5356_7778195_8442028,5356_484
5356_123837,89,5356_20215,Dun Laoghaire,10084,0,5356_7778195_8442029,5356_484
5356_123837,89,5356_20219,Dun Laoghaire,10051,0,5356_7778195_8442030,5356_484
5356_123837,89,5356_20223,Dun Laoghaire,10077,0,5356_7778195_8442031,5356_484
5356_123837,89,5356_20226,Dun Laoghaire,10089,0,5356_7778195_8442032,5356_483
5356_123837,89,5356_20613,Harristown,9999,1,5356_7778195_8442006,5356_487
5356_123837,89,5356_20616,Harristown,9902,1,5356_7778195_8442004,5356_487
5356_123837,89,5356_20620,Harristown,9967,1,5356_7778195_8442024,5356_487
5356_123837,89,5356_20624,Harristown,9937,1,5356_7778195_8442026,5356_487
5356_123837,89,5356_20629,Harristown,10074,1,5356_7778195_8442027,5356_487
5356_123837,89,5356_20631,Harristown,10088,1,5356_7778195_8442028,5356_486
5356_123837,89,5356_20635,Harristown,10085,1,5356_7778195_8442029,5356_486
5356_123837,89,5356_20640,Harristown,10052,1,5356_7778195_8442030,5356_487
5356_123838,89,5356_20906,Tallaght,9129,0,5356_7778195_8451022,5356_488
5356_123838,89,5356_20912,Tallaght,9100,0,5356_7778195_8451009,5356_490
5356_123838,89,5356_20914,Tallaght,9131,0,5356_7778195_8451023,5356_488
5356_123838,89,5356_20919,Tallaght,9133,0,5356_7778195_8451024,5356_490
5356_123838,89,5356_20924,Tallaght,9064,0,5356_7778195_8451025,5356_490
5356_123838,89,5356_20927,Tallaght,9074,0,5356_7778195_8451026,5356_490
5356_123838,89,5356_20932,Tallaght,9107,0,5356_7778195_8451027,5356_490
5356_123838,89,5356_21198,IKEA Ballymun,9127,1,5356_7778195_8451018,5356_493
5356_123838,89,5356_21201,IKEA Ballymun,9057,1,5356_7778195_8451019,5356_491
5356_123838,89,5356_21205,IKEA Ballymun,9130,1,5356_7778195_8451022,5356_491
5356_123838,89,5356_21209,IKEA Ballymun,9132,1,5356_7778195_8451023,5356_491
5356_123838,89,5356_21214,IKEA Ballymun,9134,1,5356_7778195_8451024,5356_493
5356_123838,89,5356_21219,IKEA Ballymun,9065,1,5356_7778195_8451025,5356_493
5356_123838,89,5356_21222,IKEA Ballymun,9075,1,5356_7778195_8451026,5356_493
5356_123839,89,5356_21472,Rossmore Road,9251,0,5356_7778195_8452016,5356_494
5356_123839,89,5356_21478,Rossmore Road,9280,0,5356_7778195_8452018,5356_495
5356_123839,89,5356_21482,Rossmore Road,9170,0,5356_7778195_8452019,5356_495
5356_123839,89,5356_21485,Rossmore Road,9181,0,5356_7778195_8452020,5356_495
5356_123839,89,5356_21489,Rossmore Road,9214,0,5356_7778195_8452021,5356_495
5356_123839,89,5356_21493,Rossmore Road,9172,0,5356_7778195_8452019,5356_495
5356_123839,89,5356_21741,Charlestown,9284,1,5356_7778195_8452014,5356_496
5356_123839,89,5356_21745,Charlestown,9313,1,5356_7778195_8452015,5356_496
5356_123839,89,5356_21749,Charlestown,9241,1,5356_7778195_8452017,5356_496
5356_123839,89,5356_21753,Charlestown,9281,1,5356_7778195_8452018,5356_496
5356_123839,89,5356_21757,Charlestown,9171,1,5356_7778195_8452019,5356_496
5356_123839,89,5356_21761,Charlestown,9182,1,5356_7778195_8452020,5356_496
5356_123839,89,5356_21765,Charlestown,9215,1,5356_7778195_8452021,5356_496
5356_123776,89,5356_2189,Mountjoy Square,10415,1,5356_7778195_1013017,5356_48
5356_123776,89,5356_2191,Mountjoy Square,10319,1,5356_7778195_1013018,5356_47
5356_123840,89,5356_22016,Limekiln Avenue,9323,0,5356_7778195_8453009,5356_500
5356_123840,89,5356_22263,Charlestown,9332,1,5356_7778195_8453007,5356_505
5356_123841,89,5356_22526,Red Cow Luas,8058,0,5356_7778195_4461025,5356_507
5356_123841,89,5356_22530,Red Cow Luas,7939,0,5356_7778195_4461032,5356_507
5356_123841,89,5356_22534,Red Cow Luas,7873,0,5356_7778195_4461031,5356_507
5356_123841,89,5356_22538,Red Cow Luas,7941,0,5356_7778195_4461032,5356_507
5356_123841,89,5356_22542,Red Cow Luas,8060,0,5356_7778195_4461035,5356_508
5356_123841,89,5356_22546,Red Cow Luas,7943,0,5356_7778195_4461032,5356_507
5356_123841,89,5356_22810,Spencer Dock,8029,1,5356_7778195_4461016,5356_509
5356_123841,89,5356_22811,Spencer Dock,7872,1,5356_7778195_4461031,5356_509
5356_123841,89,5356_22815,Spencer Dock,7940,1,5356_7778195_4461032,5356_509
5356_123841,89,5356_22819,Spencer Dock,8059,1,5356_7778195_4461035,5356_509
5356_123841,89,5356_22823,Spencer Dock,7942,1,5356_7778195_4461032,5356_509
5356_123841,89,5356_22827,Spencer Dock,8061,1,5356_7778195_4461035,5356_509
5356_123842,89,5356_23088,Liffey Valley SC,8005,0,5356_7778195_4461017,5356_512
5356_123842,89,5356_23092,Liffey Valley SC,8017,0,5356_7778195_4461014,5356_512
5356_123842,89,5356_23096,Liffey Valley SC,8083,0,5356_7778195_4461034,5356_512
5356_123842,89,5356_23100,Liffey Valley SC,7875,0,5356_7778195_4461033,5356_512
5356_123842,89,5356_23104,Liffey Valley SC,8085,0,5356_7778195_4461034,5356_512
5356_123842,89,5356_23107,Liffey Valley SC,7877,0,5356_7778195_4461033,5356_512
5356_123842,89,5356_23368,Spencer Dock,8040,1,5356_7778195_4461019,5356_514
5356_123842,89,5356_23372,Spencer Dock,7978,1,5356_7778195_4461011,5356_514
5356_123842,89,5356_23373,Spencer Dock,7874,1,5356_7778195_4461033,5356_514
5356_123842,89,5356_23377,Spencer Dock,8084,1,5356_7778195_4461034,5356_514
5356_123842,89,5356_23381,Spencer Dock,7876,1,5356_7778195_4461033,5356_514
5356_123842,89,5356_23385,Spencer Dock,8086,1,5356_7778195_4461034,5356_514
5356_123843,89,5356_23648,Baldoyle,7712,0,5356_7778195_6471010,5356_517
5356_123843,89,5356_23651,Baldoyle,8726,0,5356_7778195_6471003,5356_517
5356_123843,89,5356_23913,Abbey St Lower,7640,1,5356_7778195_6471008,5356_519
5356_123844,89,5356_24048,Malahide,7769,0,5356_7778195_6472008,5356_522
5356_123844,89,5356_24181,Abbey St Lower,7726,1,5356_7778195_6472007,5356_524
5356_123845,89,5356_24323,Howth Summit,7745,0,5356_7778195_6472016,5356_528
5356_123845,89,5356_24467,Abbey St Lower,7693,1,5356_7778195_6472017,5356_529
5356_123814,89,5356_2452,Castle Ave,7542,0,5356_7778195_6130006,5356_49
5356_123884,89,5356_24943,Southern Cross,7064,0,5356_7778195_1912007,5356_539
5356_123884,89,5356_25072,Cherrywood,7052,1,5356_7778195_1912008,5356_540
5356_123885,89,5356_25324,Dun Laoghaire,8644,0,5356_7778195_2925004,5356_543
5356_123885,89,5356_25572,Dundrum,8685,1,5356_7778195_2925003,5356_548
5356_123887,89,5356_25970,River Forest,8082,0,5356_7778195_4461030,5356_555
5356_123887,89,5356_26101,Red Cow Luas,8072,1,5356_7778195_4461029,5356_557
5356_123846,89,5356_26973,Blanchardstown SC,6739,0,5356_7778195_8534011,5356_577
5356_123846,89,5356_26978,Blanchardstown SC,6755,0,5356_7778195_8534012,5356_578
5356_123846,89,5356_26981,Blanchardstown SC,6726,0,5356_7778195_8534010,5356_577
5356_123846,89,5356_26987,Blanchardstown SC,6773,0,5356_7778195_8534017,5356_578
5356_123846,89,5356_26989,Blanchardstown SC,6741,0,5356_7778195_8534011,5356_577
5356_123846,89,5356_26995,Blanchardstown SC,6757,0,5356_7778195_8534012,5356_578
5356_123846,89,5356_26997,Blanchardstown SC,6728,0,5356_7778195_8534010,5356_577
5356_123846,89,5356_27003,Blanchardstown SC,6775,0,5356_7778195_8534017,5356_578
5356_123846,89,5356_27005,Blanchardstown SC,6743,0,5356_7778195_8534011,5356_577
5356_123846,89,5356_27010,Blanchardstown SC,6759,0,5356_7778195_8534012,5356_578
5356_123846,89,5356_27014,Blanchardstown SC,6730,0,5356_7778195_8534010,5356_577
5356_123846,89,5356_27019,Blanchardstown SC,6777,0,5356_7778195_8534017,5356_578
5356_123846,89,5356_27342,Point Village,6725,1,5356_7778195_8534010,5356_580
5356_123846,89,5356_27347,Point Village,6772,1,5356_7778195_8534017,5356_581
5356_123846,89,5356_27349,Point Village,6740,1,5356_7778195_8534011,5356_580
5356_123846,89,5356_27355,Point Village,6756,1,5356_7778195_8534012,5356_581
5356_123846,89,5356_27357,Point Village,6727,1,5356_7778195_8534010,5356_580
5356_123846,89,5356_27363,Point Village,6774,1,5356_7778195_8534017,5356_581
5356_123846,89,5356_27365,Point Village,6742,1,5356_7778195_8534011,5356_580
5356_123846,89,5356_27370,Point Village,6758,1,5356_7778195_8534012,5356_581
5356_123846,89,5356_27374,Point Village,6729,1,5356_7778195_8534010,5356_580
5356_123846,89,5356_27379,Point Village,6776,1,5356_7778195_8534017,5356_581
5356_123846,89,5356_27382,Point Village,6744,1,5356_7778195_8534011,5356_581
5356_123846,89,5356_27386,Point Village,6760,1,5356_7778195_8534012,5356_581
5356_123847,89,5356_27650,Irishtown,11622,0,5356_7778195_4582010,5356_586
5356_123847,89,5356_27894,Heuston Station,11601,1,5356_7778195_4582004,5356_587
5356_123777,89,5356_2995,Dundrum Luas,10846,0,5356_7778195_1014008,5356_55
5356_123777,89,5356_3000,Dundrum Luas,10970,0,5356_7778195_1014002,5356_55
5356_123777,89,5356_3296,Beaumont,10949,1,5356_7778195_1014004,5356_60
5356_123777,89,5356_3300,Beaumont,10930,1,5356_7778195_1014011,5356_60
5356_123778,89,5356_3658,Ballycullen Road,7033,0,5356_7778195_1015012,5356_70
5356_123778,89,5356_3660,Ballycullen Road,6982,0,5356_7778195_1015002,5356_68
5356_123778,89,5356_3665,Ballycullen Road,6970,0,5356_7778195_1015003,5356_69
5356_123778,89,5356_3668,Ballycullen Road,8512,0,5356_7778195_9015001,5356_68
5356_123778,89,5356_3675,Ballycullen Road,6958,0,5356_7778195_1015006,5356_70
5356_123778,89,5356_3679,Ballycullen Road,8536,0,5356_7778195_9015009,5356_70
5356_123778,89,5356_3681,Ballycullen Road,8527,0,5356_7778195_9015010,5356_69
5356_123778,89,5356_3687,Ballycullen Road,6797,0,5356_7778195_1015016,5356_70
5356_123778,89,5356_3689,Ballycullen Road,7002,0,5356_7778195_1015014,5356_69
5356_123778,89,5356_3694,Ballycullen Road,6929,0,5356_7778195_1015015,5356_70
5356_123778,89,5356_3697,Ballycullen Road,6984,0,5356_7778195_1015017,5356_69
5356_123778,89,5356_3703,Ballycullen Road,8538,0,5356_7778195_9015009,5356_70
5356_123778,89,5356_3704,Ballycullen Road,8529,0,5356_7778195_9015010,5356_68
5356_123778,89,5356_3711,Ballycullen Road,6799,0,5356_7778195_1015016,5356_70
5356_123778,89,5356_4051,Clongriffin,8522,1,5356_7778195_9015006,5356_73
5356_123778,89,5356_4055,Clongriffin,8516,1,5356_7778195_9015007,5356_73
5356_123778,89,5356_4059,Clongriffin,6884,1,5356_7778195_1015013,5356_73
5356_123778,89,5356_4064,Clongriffin,8554,1,5356_7778195_9015008,5356_73
5356_123778,89,5356_4067,Clongriffin,6789,1,5356_7778195_1015008,5356_73
5356_123778,89,5356_4071,Clongriffin,7001,1,5356_7778195_1015014,5356_73
5356_123778,89,5356_4077,Clongriffin,6928,1,5356_7778195_1015015,5356_74
5356_123778,89,5356_4079,Clongriffin,6983,1,5356_7778195_1015017,5356_73
5356_123778,89,5356_4085,Clongriffin,8537,1,5356_7778195_9015009,5356_74
5356_123778,89,5356_4087,Clongriffin,8528,1,5356_7778195_9015010,5356_73
5356_123778,89,5356_4093,Clongriffin,6798,1,5356_7778195_1015016,5356_74
5356_123778,89,5356_4095,Clongriffin,7003,1,5356_7778195_1015014,5356_73
5356_123778,89,5356_4100,Clongriffin,6930,1,5356_7778195_1015015,5356_74
5356_123778,89,5356_4103,Clongriffin,6985,1,5356_7778195_1015017,5356_73
5356_123818,89,5356_4277,Limekiln Avenue,9849,0,5356_7778195_5150005,5356_75
5356_123819,89,5356_4630,Foxborough,8526,0,5356_7778195_9151008,5356_84
5356_123819,89,5356_4811,Eden Quay,8615,1,5356_7778195_9151007,5356_88
5356_123849,89,5356_4993,Limekiln Ave,7218,0,5356_7778195_5015011,5356_93
5356_123863,89,5356_5393,Stocking Ave,7246,0,5356_7778195_5015012,5356_99
5356_123779,89,5356_5946,O'Connell Street,8836,0,5356_7778195_9016016,5356_110
5356_123779,89,5356_6271,O'Connell Street,8877,1,5356_7778195_9016011,5356_113
5356_123781,89,5356_6514,Airport,9926,0,5356_7778195_8019002,5356_122
5356_123781,89,5356_6519,Airport,10068,0,5356_7778195_8019018,5356_122
5356_123781,89,5356_6522,Airport,10078,0,5356_7778195_8019019,5356_121
5356_123781,89,5356_6526,Airport,9939,0,5356_7778195_8019020,5356_122
5356_123781,89,5356_6528,Airport,10076,0,5356_7778195_8019021,5356_119
5356_123781,89,5356_6756,Merrion Square,10050,1,5356_7778195_8019015,5356_124
5356_123781,89,5356_6762,Merrion Square,9913,1,5356_7778195_8019016,5356_125
5356_123781,89,5356_6765,Merrion Square,9938,1,5356_7778195_8019020,5356_126
5356_123781,89,5356_6767,Merrion Square,10075,1,5356_7778195_8019021,5356_124
5356_123781,89,5356_6774,Merrion Square,10069,1,5356_7778195_8019018,5356_126
5356_123781,89,5356_6777,Merrion Square,10079,1,5356_7778195_8019019,5356_126
5356_123782,89,5356_6959,Charlestown,11587,0,5356_7778195_7023018,5356_127
5356_123783,89,5356_7338,Dublin Airport,11583,0,5356_7778195_7023017,5356_132
